0.0,0.0
0.01,0.001645552163933961
0.02,0.0032900145115939065
0.03,0.004932297948469334
0.04,0.0065713148230987575
0.05,0.00820597964739951
0.06,0.009835209815564782
0.07,0.011457926321051784
0.08,0.013073054471186197
0.09,0.014679524598909617
0.1,0.016276272771198665
0.11,0.01786224149368652
0.12,0.019436380411020287
0.13,0.020997647002490353
0.14,0.022545007272470947
0.15,0.024077436435214802
0.16,0.025593919593548238
0.17,0.02709345241101723
0.18,0.028575041777039376
0.19,0.03003770646462116
0.2,0.03148047778020495
0.21,0.032902400205215336
0.22,0.034302532028880055
0.23,0.03567994597190605
0.24,0.03703372980059814
0.25,0.038362986931013025
0.26,0.03966683702274898
0.27,0.04094441656197764
0.28,0.04219487943333195
0.29,0.043417397480271416
0.3,0.044611161053553686
0.31,0.04577537954744893
0.32,0.046909281923342316
0.33,0.048012117220377355
0.34,0.04908315505280232
0.35000000000000003,0.05012168609369009
0.36,0.05112702254471118
0.37,0.05209849859164883
0.38,0.053035470845354406
0.39,0.0539373187678512
0.4,0.05480344508330427
0.41000000000000003,0.055633276173584344
0.42,0.05642626245816354
0.43,0.05718187875809165
0.44,0.05789962464381158
0.45,0.05857902476658383
0.46,0.05921962917330052
0.47000000000000003,0.059821013604480285
0.48,0.060382779775246816
0.49,0.06090455563910503
0.5,0.061385995634339975
0.51,0.06182678091287542
0.52,0.062226619551440626
0.53,0.06258524674490523
0.54,0.0629024249816544
0.55,0.06317794420088803
0.56,0.0634116219317398
0.5700000000000001,0.06360330341412399
0.58,0.06375286170122996
0.59,0.06386019774359653
0.6,0.06392524045471042
0.61,0.06394794675808542
0.62,0.06392830161579112
0.63,0.0638663180384122
0.64,0.06376203707643179
0.65,0.06361552779304455
0.66,0.06342688721841754
0.67,0.063196240285429
0.68,0.06292373974692787
0.6900000000000001,0.06260956607456863
0.7000000000000001,0.06225392733928851
0.71,0.06185705907350626
0.72,0.061419224115133786
0.73,0.06094071243350383
0.74,0.06042184093732909
0.75,0.05986295326481992
0.76,0.0592644195560996
0.77,0.058626636208067996
0.78,0.05795002561187573
0.79,0.05723503587318308
0.8,0.05648214051538848
0.81,0.055691838166023494
0.8200000000000001,0.05486465222652176
0.8300000000000001,0.054001130525580684
0.84,0.053101844956345526
0.85,0.05216739109765585
0.86,0.05119838781960579
0.87,0.05019547687367858
0.88,0.04915932246772751
0.89,0.04809061082608431
0.9,0.04699004973508646
0.91,0.04585836807432457
0.92,0.04469631533391987
0.93,0.04350466111815206
0.9400000000000001,0.042284194635765604
0.9500000000000001,0.041035724177292794
0.96,0.03976007657973889
0.97,0.038458096678984616
0.98,0.03713064675026827
0.99,0.035778605937118096
1.0,0.034402869669113004
1.01,0.03300434906885762
